UniprotID,GeneName,Perturbation,CellLine,KSEA_z_score
O43318,MAP3K7,AZD5363,MCF7,-1.0110505106414593
O43318,MAP3K7,BX912,MCF7,-1.8621225707360742
O43318,MAP3K7,CHIR99021,MCF7,1.0208503561224729
O43318,MAP3K7,GSK2334470,MCF7,-0.4995536995317902
O43318,MAP3K7,Ipatasertib,MCF7,-0.3799743697203298
O43318,MAP3K7,LY2090314,MCF7,0.20742459661766452
O43318,MAP3K7,Tofacitinib,MCF7,-0.757977809522506
O43318,MAP3K7,AZD8055,MCF7,-0.6437458199897147
O43318,MAP3K7,GDC0994,MCF7,-0.33619218945614165
O43318,MAP3K7,JNK,MCF7,0.48255532626270325
O43318,MAP3K7,LY2584702,MCF7,-0.15927994832822023
O43318,MAP3K7,PH797804,MCF7,0.15075480360287113
O43318,MAP3K7,Selumetinib,MCF7,0.029316431936621132
O43318,MAP3K7,U73122,MCF7,-0.18790067078745326
O43318,MAP3K7,Ulixertinib,MCF7,-0.404508311936669
O43318,MAP3K7,Amuvatinib,MCF7,-0.06965867521447262
O43318,MAP3K7,AZD3759,MCF7,0.38816651553944015
O43318,MAP3K7,GSK690693,MCF7,0.18735726189685661
O43318,MAP3K7,JNJ,MCF7,0.1543556928164278
O43318,MAP3K7,KN62,MCF7,-0.2105364127589559
O43318,MAP3K7,Linsitinib,MCF7,0.4815524250871079
O43318,MAP3K7,LY2835219,MCF7,1.5531765274570677
O43318,MAP3K7,Ribociclib,MCF7,-0.6916272094743424
O43318,MAP3K7,AC220,MCF7,-1.1661039358786531
O43318,MAP3K7,Edelfosine,MCF7,-0.3338050448588897
O43318,MAP3K7,GF109203X,MCF7,-0.46922139297346255
O43318,MAP3K7,Go6976,MCF7,-1.4690931256791595
O43318,MAP3K7,PF4708671,MCF7,0.21595831918047537
O43318,MAP3K7,SP600125,MCF7,-0.8452908714468779
O43318,MAP3K7,TAK715,MCF7,-0.8722811910465162
O43318,MAP3K7,TBCA,MCF7,-2.1846304159269145
O43318,MAP3K7,AT13148,MCF7,0.6916201882042575
O43318,MAP3K7,AZ20,MCF7,0.356914717986267
